iter	MultiClass	F1:class=0	F1:class=1	F1:class=2	F1:class=3	F1:class=4	F1:class=5	F1:class=6	F1:class=7	F1:class=8	F1:class=9
389	0.02457295945	1	0.9978934698	0.9982098102	0.9869565217	0.9858849077	0.9852440409	0.9929919137	0.9944134078	0.9982905983	1
390	0.02444208536	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
391	0.0244076204	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
392	0.02434827645	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
393	0.02422250185	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
394	0.0241347957	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
395	0.02408340419	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
396	0.02407559159	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
397	0.02403104234	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
398	0.02396998077	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
399	0.02392205427	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
400	0.0238320738	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
401	0.02379993817	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
402	0.02372729981	1	0.9978934698	0.9985683608	0.989154013	0.9858849077	0.9863636364	0.9935275081	0.9944134078	0.9982905983	1
403	0.02364663555	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
404	0.02357376105	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
405	0.02353520469	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
406	0.02342455486	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
407	0.02337553478	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
408	0.02336399257	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
409	0.02333500344	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
410	0.02327348599	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
411	0.02323049386	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
412	0.02318128086	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
413	0.02314128709	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
414	0.02306954048	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
415	0.02304503857	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
416	0.02301149534	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
417	0.02297264209	1	0.9978934698	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9929919137	0.9944134078	0.9982905983	1
418	0.02296091218	1	0.9978934698	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9929919137	0.9944134078	0.9982905983	1
419	0.02293417906	1	0.9978934698	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9929919137	0.9944134078	0.9982905983	1
420	0.02286064801	1	0.9978934698	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9929919137	0.9944134078	0.9982905983	1
421	0.02282874888	1	0.9978934698	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9929919137	0.9944134078	0.9982905983	1
422	0.02281622483	1	0.9978934698	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9929919137	0.9944134078	0.9982905983	1
423	0.02273976238	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
424	0.02270409412	1	0.9978934698	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9929919137	0.9944134078	0.9982905983	1
425	0.02269936004	1	0.9978934698	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9929919137	0.9944134078	0.9982905983	1
426	0.02267011954	1	0.9981949458	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9935275081	0.9944134078	0.9982905983	1
427	0.02264958111	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
428	0.02259452187	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
429	0.02252605356	1	0.9981949458	0.9985683608	0.9869565217	0.9858849077	0.9863636364	0.9935275081	0.9944134078	0.9982905983	1
430	0.02248462789	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
431	0.02237586549	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
432	0.02231512679	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
433	0.02231230181	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
434	0.02219938244	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
435	0.02218764048	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
436	0.02214663769	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
437	0.02211721968	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
438	0.02208474622	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
439	0.02204836344	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
440	0.02201773123	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
441	0.02195979834	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
442	0.02191808844	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
443	0.02187031323	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
444	0.02180772579	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
445	0.02171144936	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
446	0.0216320578	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
447	0.02159210661	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
448	0.02154766201	1	0.9981949458	0.9985683608	0.9869565217	0.9869848156	0.9874857793	0.9935275081	0.9944134078	0.9982905983	1
449	0.02147462623	1	0.9981949458	0.9985683608	0.989154013	0.9869848156	0.9874857793	0.9946062567	0.9944134078	1	1
450	0.0214569349	1	0.9981949458	0.9985683608	0.989154013	0.9869848156	0.9874857793	0.9946062567	0.9944134078	1	1
451	0.0213063137	1	0.9981949458	0.9985683608	0.989154013	0.9869848156	0.9874857793	0.9946062567	0.9944134078	1	1
452	0.02128088535	1	0.9981949458	0.9985683608	0.989154013	0.9869848156	0.9874857793	0.9946062567	0.9944134078	1	1
453	0.02118945267	1	0.9981949458	0.9985683608	0.989154013	0.9869848156	0.9874857793	0.9946062567	0.9944134078	1	1
454	0.02116590504	1	0.9981949458	0.9985683608	0.989154013	0.9869848156	0.9874857793	0.9946062567	0.9944134078	1	1
455	0.02109838943	1	0.9981949458	0.9985683608	0.989154013	0.9869848156	0.9874857793	0.9946062567	0.9944134078	1	1
456	0.02108327412	1	0.9981949458	0.9985683608	0.989154013	0.9869848156	0.9874857793	0.9946062567	0.9944134078	1	1
457	0.02104833724	1	0.9981949458	0.9985683608	0.989154013	0.9869848156	0.9874857793	0.9946062567	0.9944134078	1	1
458	0.02101507374	1	0.9981949458	0.9985683608	0.989154013	0.9869848156	0.9874857793	0.9946062567	0.9944134078	1	1
459	0.02095153775	1	0.9981949458	0.9985683608	0.989154013	0.9869848156	0.9874857793	0.9946062567	0.9944134078	1	1
460	0.02085679282	1	0.9981949458	0.9985683608	0.989154013	0.9869848156	0.9874857793	0.9946062567	0.9944134078	1	1
461	0.02082305868	1	0.9981949458	0.9985683608	0.989154013	0.9880823402	0.9886104784	0.9946062567	0.9944134078	1	1
462	0.02078352648	1	0.9981949458	0.9985683608	0.989154013	0.9880823402	0.9886104784	0.9946062567	0.9944134078	1	1
463	0.0207320497	1	0.9981949458	0.9985683608	0.989154013	0.9880823402	0.9886104784	0.9946062567	0.9944134078	1	1
464	0.02070265107	1	0.9981949458	0.9985683608	0.989154013	0.9880823402	0.9886104784	0.9946062567	0.9944134078	1	1
465	0.02064261078	1	0.9981949458	0.9985683608	0.989154013	0.9880823402	0.9886104784	0.9946062567	0.9944134078	1	1
466	0.02060874738	1	0.9984953355	0.9985683608	0.989154013	0.9891774892	0.9886104784	0.9946062567	0.9944134078	1	1
467	0.02055971408	1	0.9984953355	0.9985683608	0.989154013	0.9891774892	0.9886104784	0.9946062567	0.9944134078	1	1
468	0.02043961931	1	0.9984953355	0.9985683608	0.989154013	0.9891774892	0.9886104784	0.9946062567	0.9944134078	1	1
469	0.02038834286	1	0.9984953355	0.9985683608	0.989154013	0.9891774892	0.9886104784	0.9946062567	0.9944134078	1	1
470	0.02036713509	1	0.9984953355	0.9985683608	0.989154013	0.9891774892	0.9886104784	0.9946062567	0.9944134078	1	1
471	0.02031968719	1	0.9981949458	0.9985683608	0.989154013	0.9880823402	0.9886104784	0.9946062567	0.9944134078	1	1
472	0.02026309001	1	0.9981949458	0.9985683608	0.989154013	0.9880823402	0.9886104784	0.9946062567	0.9944134078	1	1
473	0.02020641619	1	0.9981949458	0.9985683608	0.989154013	0.9880823402	0.9886104784	0.9946062567	0.9944134078	1	1
474	0.02020156532	1	0.9981949458	0.9985683608	0.989154013	0.9880823402	0.9886104784	0.9946062567	0.9944134078	1	1
475	0.02015984017	1	0.9981949458	0.9985683608	0.989154013	0.9880823402	0.9886104784	0.9951430113	0.9972144847	1	1
476	0.02007705641	1	0.9981949458	0.9985683608	0.989154013	0.9880823402	0.9886104784	0.9951430113	0.9972144847	1	1
477	0.02001881613	1	0.9987966306	0.9989258861	0.989154013	0.9891774892	0.9886104784	0.9951430113	0.9972144847	1	1
478	0.01993207808	1	0.9987966306	0.9989258861	0.989154013	0.9891774892	0.9886104784	0.9946062567	0.9944134078	1	1
479	0.01992324044	1	0.9987966306	0.9989258861	0.989154013	0.9891774892	0.9886104784	0.9946062567	0.9944134078	1	1
480	0.01990052474	1	0.9987966306	0.9989258861	0.989154013	0.9891774892	0.9886104784	0.9946062567	0.9944134078	1	1
481	0.01988181761	1	0.9987966306	0.9989258861	0.989154013	0.9891774892	0.9886104784	0.9951430113	0.9972144847	1	1
482	0.01985544571	1	0.9987966306	0.9989258861	0.989154013	0.9891774892	0.9886104784	0.9951430113	0.9972144847	1	1
483	0.01984808261	1	0.9987966306	0.9989258861	0.989154013	0.9891774892	0.9886104784	0.9951430113	0.9972144847	1	1
484	0.01982328565	1	0.9987966306	0.9989258861	0.989154013	0.9891774892	0.9886104784	0.9951430113	0.9972144847	1	1
485	0.01981319051	1	0.9987966306	0.9989258861	0.989154013	0.9891774892	0.9886104784	0.9951430113	0.9972144847	1	1
486	0.0197761939	1	0.9987966306	0.9989258861	0.989154013	0.9891774892	0.9886104784	0.9951430113	0.9972144847	1	1
487	0.01971435035	1	0.9990977444	0.9989258861	0.989154013	0.9891774892	0.9897377423	0.9951430113	0.9972144847	1	1
488	0.01966885881	1	0.9990977444	0.9989258861	0.989154013	0.9891774892	0.9897377423	0.9951430113	0.9972144847	1	1
489	0.01963965854	1	0.9990977444	0.9989258861	0.989154013	0.9891774892	0.9897377423	0.9951430113	0.9972144847	1	1
490	0.01961238113	1	0.9990977444	0.9989258861	0.9913419913	0.9891774892	0.9897377423	0.9956803456	0.9972144847	1	1
491	0.01956560763	1	0.9990977444	0.9989258861	0.9913419913	0.9891774892	0.9897377423	0.9956803456	0.9972144847	1	1
492	0.01955480486	1	0.9990977444	0.9989258861	0.9913419913	0.9891774892	0.9897377423	0.9956803456	0.9972144847	1	1
493	0.01952227628	1	0.9990977444	0.9989258861	0.9913419913	0.9891774892	0.9897377423	0.9956803456	0.9972144847	1	1
494	0.01949030645	1	0.9990977444	0.9989258861	0.989154013	0.9891774892	0.9897377423	0.9951430113	0.9972144847	1	1
495	0.01947383828	1	0.9990977444	0.9989258861	0.989154013	0.9891774892	0.9897377423	0.9951430113	0.9972144847	1	1
496	0.01936655497	1	0.9990977444	0.9989258861	0.989154013	0.9891774892	0.9897377423	0.9951430113	0.9972144847	1	1
497	0.01933725582	1	0.9990977444	0.9989258861	0.989154013	0.9891774892	0.9897377423	0.9951430113	0.9972144847	1	1
498	0.01929376144	1	0.9990977444	0.9989258861	0.989154013	0.9891774892	0.9897377423	0.9951430113	0.9972144847	1	1
499	0.01926005015	1	0.9990977444	0.9989258861	0.989154013	0.9891774892	0.9897377423	0.9951430113	0.9972144847	1	1
500	0.0192540208	1	0.9990977444	0.9989258861	0.989154013	0.9891774892	0.9897377423	0.9951430113	0.9972144847	1	1
501	0.01923547853	1	0.9990977444	0.9989258861	0.989154013	0.9891774892	0.9897377423	0.9951430113	0.9972144847	1	1
502	0.01914470871	1	0.9990977444	0.9989258861	0.989154013	0.9891774892	0.9897377423	0.9951430113	0.9972144847	1	1
503	0.01905743231	1	0.9990977444	0.9989258861	0.9913419913	0.9891774892	0.9897377423	0.9956803456	0.9972144847	1	1
504	0.01899994539	1	0.9990977444	0.9989258861	0.989154013	0.9891774892	0.9897377423	0.9951430113	0.9972144847	1	1
505	0.01898212011	1	0.9990977444	0.9989258861	0.989154013	0.9891774892	0.9897377423	0.9951430113	0.9972144847	1	1
506	0.01893712774	1	0.9990977444	0.9989258861	0.989154013	0.9891774892	0.9897377423	0.9951430113	0.9972144847	1	1
507	0.01889872158	1	0.9990977444	0.9989258861	0.9913419913	0.9891774892	0.9897377423	0.9956803456	0.9972144847	1	1
508	0.01888358276	1	0.9990977444	0.9989258861	0.9913419913	0.9902702703	0.9908675799	0.9956803456	0.9972144847	1	1
509	0.01881278821	1	0.9990977444	0.9989258861	0.9913419913	0.9902702703	0.9908675799	0.9956803456	0.9972144847	1	1
510	0.01876603526	1	0.9990977444	0.9989258861	0.9913419913	0.9902702703	0.9908675799	0.9956803456	0.9972144847	1	1
511	0.01874692537	1	0.9990977444	0.9989258861	0.9913419913	0.9902702703	0.9908675799	0.9956803456	0.9972144847	1	1
512	0.01868979762	1	0.9990977444	0.9989258861	0.9913419913	0.9902702703	0.9908675799	0.9956803456	0.9972144847	1	1
513	0.0186323622	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9962182604	0.9972144847	1	1
514	0.01859813162	1	0.9990977444	0.9989258861	0.9913419913	0.9902702703	0.9908675799	0.9956803456	0.9972144847	1	1
515	0.0185647368	1	0.9990977444	0.9989258861	0.9913419913	0.9902702703	0.9908675799	0.9956803456	0.9972144847	1	1
516	0.01855636714	1	0.9990977444	0.9989258861	0.9913419913	0.9902702703	0.9908675799	0.9956803456	0.9972144847	1	1
517	0.01851164704	1	0.9990977444	0.9989258861	0.9913419913	0.9902702703	0.9908675799	0.9956803456	0.9972144847	1	1
518	0.01848399287	1	0.9990977444	0.9989258861	0.9913419913	0.9902702703	0.9908675799	0.9956803456	0.9972144847	1	1
519	0.01843124914	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9962182604	0.9972144847	1	1
520	0.01841616637	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9962182604	0.9972144847	1	1
521	0.01836421717	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9962182604	0.9972144847	1	1
522	0.01830038969	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9962182604	0.9972144847	1	1
523	0.01828900063	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9962182604	0.9972144847	1	1
524	0.01828394324	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9962182604	0.9972144847	1	1
525	0.01825098774	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9962182604	0.9972144847	1	1
526	0.01824751012	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9962182604	0.9972144847	1	1
527	0.01821297664	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9962182604	0.9972144847	1	1
528	0.01818459017	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9962182604	0.9972144847	1	1
529	0.01816589164	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9962182604	0.9972144847	1	1
530	0.01812370119	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9962182604	0.9972144847	1	1
531	0.01804063677	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9967567568	1	1	1
532	0.0179740348	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9967567568	1	1	1
533	0.01791957723	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9962182604	0.9972144847	1	1
534	0.0178890499	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9967567568	1	1	1
535	0.01785131203	1	0.9990977444	0.9992841804	0.9935205184	0.9902702703	0.992	0.9967567568	1	1	1
536	0.01782444619	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9967567568	1	1	1
537	0.01781740108	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9967567568	1	1	1
538	0.01778103315	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9967567568	1	1	1
539	0.01773894226	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9962182604	0.9972144847	1	1
540	0.01768676504	1	0.9990977444	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9962182604	0.9972144847	1	1
541	0.01756465075	1	0.9993986771	0.9992841804	0.9935205184	0.9902702703	0.992	0.9967567568	0.9972144847	1	1
542	0.01752906445	1	0.9993986771	0.9992841804	0.9935205184	0.9902702703	0.992	0.9967567568	0.9972144847	1	1
543	0.01748789645	1	0.9996994289	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9978354978	1	1	1
544	0.01744700089	1	0.9996994289	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9978354978	1	1	1
545	0.01735066897	1	0.9996994289	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9978354978	1	1	1
546	0.01733976584	1	0.9996994289	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9978354978	1	1	1
547	0.01732635709	1	0.9996994289	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9978354978	1	1	1
548	0.01729733984	1	0.9996994289	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9978354978	1	1	1
549	0.01727990132	1	0.9996994289	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9978354978	1	1	1
550	0.01726433326	1	0.9996994289	0.9989258861	0.9935205184	0.9902702703	0.9908675799	0.9978354978	1	1	1
551	0.01721910255	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
552	0.01721540959	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
553	0.01717890286	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
554	0.01714387758	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
555	0.01712922537	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
556	0.01711453532	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
557	0.01708047132	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
558	0.01706172499	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
559	0.0170154165	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
560	0.01700115709	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
561	0.0169901624	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
562	0.01696732519	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
563	0.01695222389	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
564	0.01689040758	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
565	0.01685721375	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
566	0.01684099825	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
567	0.01671655614	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
568	0.01663310411	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
569	0.01659268569	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
570	0.01657104309	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
571	0.01652741232	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
572	0.01651514518	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
573	0.0165086147	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
574	0.01648869149	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
575	0.01646916875	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
576	0.01645266196	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
577	0.01639238891	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
578	0.01638744759	1	0.9996994289	0.9992841804	0.9935205184	0.9902702703	0.992	0.9978354978	1	1	1
579	0.01630738568	1	0.9996994289	0.999641962	0.9935205184	0.9913606911	0.992	0.9978354978	1	1	1
580	0.01630038853	1	0.9996994289	0.999641962	0.9935205184	0.9913606911	0.992	0.9978354978	1	1	1
581	0.0162745158	1	0.9996994289	0.999641962	0.9935205184	0.9913606911	0.992	0.9978354978	1	1	1
582	0.01624001861	1	0.9996994289	0.999641962	0.9935205184	0.9913606911	0.992	0.9978354978	1	1	1
583	0.01618777761	1	0.9996994289	0.999641962	0.9935205184	0.9913606911	0.992	0.9978354978	1	1	1
584	0.01614389538	1	0.9996994289	0.999641962	0.9935205184	0.9913606911	0.992	0.9978354978	1	1	1
585	0.0161037458	1	0.9996994289	0.999641962	0.9935205184	0.9913606911	0.992	0.9978354978	1	1	1
586	0.01607697929	1	0.9996994289	0.999641962	0.9935205184	0.9913606911	0.992	0.9978354978	1	1	1
587	0.01605301214	1	0.9996994289	0.999641962	0.9935205184	0.9913606911	0.992	0.9978354978	1	1	1
588	0.01601271031	1	0.9996994289	0.999641962	0.9935205184	0.9913606911	0.992	0.9978354978	1	1	1
589	0.0160051129	1	0.9996994289	0.999641962	0.9935205184	0.9913606911	0.992	0.9978354978	1	1	1
590	0.01596286504	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
591	0.01595357431	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
592	0.01592604372	1	0.9996994289	0.999641962	0.9935205184	0.9913606911	0.992	0.9978354978	1	1	1
593	0.01590768289	1	0.9996994289	0.999641962	0.9935205184	0.9913606911	0.992	0.9978354978	1	1	1
594	0.01589859104	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
595	0.01588954693	1	0.9996994289	0.999641962	0.9935205184	0.9913606911	0.992	0.9978354978	1	1	1
596	0.01586421704	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
597	0.01581228706	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
598	0.01575575349	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
599	0.01568653905	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
600	0.0156720161	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
601	0.015638147	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
602	0.0155976745	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
603	0.0155255064	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
604	0.01548530153	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
605	0.01547852783	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
606	0.01545767057	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
607	0.01544906388	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
608	0.0153970717	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
609	0.01536194912	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
610	0.0153298939	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
611	0.01527039873	1	0.9996994289	0.999641962	0.9956896552	0.9913606911	0.992	0.9983757445	1	1	1
