iter	MultiClass	F1:class=0	F1:class=1	F1:class=2	F1:class=3	F1:class=4	F1:class=5	F1:class=6	F1:class=7	F1:class=8	F1:class=9
187	0.04502795121	1	0.9939686369	0.9960672149	0.9553571429	0.9781181619	0.9729119639	0.9770911028	0.962962963	0.9915110357	0.9908256881
188	0.04497438609	1	0.9939686369	0.9960672149	0.9553571429	0.9781181619	0.9729119639	0.9770911028	0.962962963	0.9915110357	0.9908256881
189	0.04487189328	1	0.9936651584	0.9960672149	0.9553571429	0.9781181619	0.9729119639	0.9770911028	0.962962963	0.9915110357	0.99543379
190	0.04484011394	1	0.9936651584	0.9960672149	0.9553571429	0.9781181619	0.9729119639	0.9770911028	0.962962963	0.9915110357	0.99543379
191	0.04467823365	1	0.9936651584	0.9960672149	0.9553571429	0.9781181619	0.9729119639	0.9770911028	0.962962963	0.9915110357	0.99543379
192	0.04462270243	1	0.9936651584	0.9960672149	0.9553571429	0.9781181619	0.9729119639	0.9770911028	0.962962963	0.9915110357	0.99543379
193	0.04429522781	1	0.9939686369	0.9960672149	0.9553571429	0.9781181619	0.9729119639	0.9776119403	0.962962963	0.9915110357	0.99543379
194	0.04416070111	1	0.9939686369	0.9960672149	0.9553571429	0.9781181619	0.9729119639	0.9776119403	0.962962963	0.9915110357	0.99543379
195	0.04406367295	1	0.9942719325	0.9960672149	0.9553571429	0.9781181619	0.9740112994	0.9776119403	0.962962963	0.9915110357	0.99543379
196	0.04385900243	1	0.9945750452	0.9960672149	0.9576837416	0.9781181619	0.9751131222	0.9776119403	0.9657142857	0.9915110357	0.99543379
197	0.04366350183	1	0.9945750452	0.9960672149	0.9576837416	0.9781181619	0.9751131222	0.9776119403	0.9657142857	0.9915110357	0.99543379
198	0.04355715109	1	0.9945750452	0.9960672149	0.9576837416	0.9781181619	0.9751131222	0.9776119403	0.9657142857	0.9915110357	0.99543379
199	0.04336208785	1	0.9945750452	0.9960672149	0.96	0.9781181619	0.9751131222	0.9781333333	0.9657142857	0.9915110357	0.99543379
200	0.04319537805	1	0.9945750452	0.9960672149	0.96	0.9781181619	0.9751131222	0.9781333333	0.9657142857	0.9915110357	0.99543379
201	0.04309692393	1	0.9945750452	0.9960672149	0.96	0.9781181619	0.9751131222	0.9781333333	0.9657142857	0.9915110357	0.99543379
202	0.04297552096	1	0.9945750452	0.9960672149	0.96	0.9781181619	0.9751131222	0.9786552828	0.9686609687	0.9915110357	0.99543379
203	0.04294554873	1	0.9945750452	0.9960672149	0.96	0.9781181619	0.9751131222	0.9786552828	0.9686609687	0.9915110357	0.99543379
204	0.04275015382	1	0.9945750452	0.9960672149	0.96	0.9781181619	0.9751131222	0.9786552828	0.9686609687	0.9915110357	0.99543379
205	0.04256007308	1	0.9948748869	0.9960672149	0.96	0.9781181619	0.9751131222	0.9786552828	0.9686609687	0.9915110357	1
206	0.042522527	1	0.9948748869	0.9960672149	0.96	0.9781181619	0.9751131222	0.9786552828	0.9686609687	0.9915110357	1
207	0.04236275298	1	0.9948748869	0.9960672149	0.96	0.9781181619	0.9751131222	0.9786552828	0.9686609687	0.9915110357	1
208	0.04223526125	1	0.9948748869	0.9960672149	0.96	0.9781181619	0.9751131222	0.9786552828	0.9686609687	0.9915110357	1
209	0.04204958977	1	0.995177818	0.9960672149	0.96	0.9781181619	0.9762711864	0.9797008547	0.9686609687	0.9915110357	1
210	0.04195584957	1	0.995177818	0.9960672149	0.96	0.9781181619	0.9762711864	0.9802455953	0.9686609687	0.9931972789	1
211	0.04155307909	1	0.995177818	0.9960672149	0.96	0.9781181619	0.9762711864	0.9802455953	0.9686609687	0.9931972789	1
212	0.04140163194	1	0.995177818	0.9960672149	0.96	0.9781181619	0.9762711864	0.9802455953	0.9715909091	0.9948892675	1
213	0.04130191519	1	0.995177818	0.9960672149	0.96	0.9781181619	0.9762711864	0.9802455953	0.9715909091	0.9948892675	1
214	0.04096384019	1	0.995177818	0.9960672149	0.96	0.9781181619	0.9762711864	0.9802455953	0.9715909091	0.9948892675	1
215	0.04085198207	1	0.995177818	0.9960672149	0.96	0.9781181619	0.9762711864	0.9802455953	0.9715909091	0.9948892675	1
216	0.04079072882	1	0.995177818	0.9960672149	0.96	0.9781181619	0.9762711864	0.9802455953	0.9715909091	0.9948892675	1
217	0.04067050858	1	0.995177818	0.9960672149	0.9621380846	0.9781181619	0.9762711864	0.9802455953	0.9745042493	0.9948892675	1
218	0.04052892531	1	0.995177818	0.9960672149	0.9621380846	0.9781181619	0.9762711864	0.9802455953	0.9745042493	0.9948892675	1
219	0.04043137308	1	0.995177818	0.9960672149	0.9621380846	0.9781181619	0.9762711864	0.9802455953	0.9745042493	0.9948892675	1
220	0.04009248669	1	0.9954805664	0.9960672149	0.96	0.9781181619	0.9762711864	0.9807692308	0.9715909091	0.9948892675	1
221	0.04006529424	1	0.9954805664	0.9960672149	0.96	0.9781181619	0.9762711864	0.9807692308	0.9715909091	0.9948892675	1
222	0.03989034512	1	0.9954805664	0.9960672149	0.96	0.9792349727	0.9762711864	0.981293426	0.9715909091	0.9948892675	1
223	0.03977555271	1	0.9954805664	0.9960672149	0.96	0.9792349727	0.9762711864	0.981293426	0.9715909091	0.9948892675	1
224	0.0395455629	1	0.9954805664	0.9960672149	0.9644444444	0.9792349727	0.9762711864	0.9823623731	0.9745042493	0.9965870307	1
225	0.03937891711	1	0.9954805664	0.9960672149	0.9623059867	0.9792349727	0.9762711864	0.9818181818	0.9715909091	0.9948892675	1
226	0.03935366242	1	0.995177818	0.9960672149	0.9623059867	0.9792349727	0.9762711864	0.981293426	0.9715909091	0.9948892675	1
227	0.03928992519	1	0.995177818	0.9960672149	0.9623059867	0.9792349727	0.9762711864	0.9818376068	0.9715909091	0.9965870307	1
228	0.03911692489	1	0.995177818	0.9960672149	0.9644444444	0.9792349727	0.9762711864	0.9818376068	0.9745042493	0.9965870307	1
229	0.03892301851	1	0.9954805664	0.9960672149	0.9644444444	0.9792349727	0.9762711864	0.9823623731	0.9745042493	0.9965870307	1
230	0.03890180167	1	0.9954805664	0.9960672149	0.9644444444	0.9792349727	0.9762711864	0.9823623731	0.9745042493	0.9965870307	1
231	0.03871499763	1	0.9954805664	0.9960672149	0.9623059867	0.9792349727	0.9762711864	0.9823623731	0.9715909091	0.9965870307	1
232	0.03850452302	1	0.9954805664	0.9964234621	0.9644444444	0.980349345	0.9762711864	0.9823623731	0.9745042493	0.9965870307	1
233	0.03830887534	1	0.9957831325	0.9964234621	0.9644444444	0.980349345	0.9773755656	0.9823623731	0.9745042493	0.9965870307	1
234	0.03827863438	1	0.9957831325	0.9964234621	0.9644444444	0.980349345	0.9773755656	0.9823623731	0.9745042493	0.9965870307	1
235	0.03825917213	1	0.9957831325	0.9964234621	0.9644444444	0.980349345	0.9773755656	0.9823623731	0.9745042493	0.9965870307	1
236	0.03816462349	1	0.9957831325	0.9964234621	0.9644444444	0.980349345	0.9773755656	0.9823623731	0.9745042493	0.9965870307	1
237	0.0379880115	1	0.9957831325	0.9964234621	0.9644444444	0.9792349727	0.9773755656	0.9818376068	0.9745042493	0.9965870307	1
238	0.03784112632	1	0.9957831325	0.9964234621	0.9644444444	0.980349345	0.9773755656	0.9823623731	0.9745042493	0.9965870307	1
239	0.03768321226	1	0.9957831325	0.9964234621	0.9644444444	0.9814612868	0.9773755656	0.9834135902	0.9774011299	0.9965870307	1
240	0.03758460227	1	0.9957831325	0.9964234621	0.9644444444	0.980349345	0.9773755656	0.9828877005	0.9774011299	0.9965870307	1
241	0.03757258382	1	0.9957831325	0.9964234621	0.9644444444	0.980349345	0.9773755656	0.9828877005	0.9774011299	0.9965870307	1
242	0.03745500265	1	0.9957831325	0.9964234621	0.9644444444	0.980349345	0.9773755656	0.9828877005	0.9774011299	0.9965870307	1
243	0.03730517757	1	0.9957831325	0.9964234621	0.9644444444	0.980349345	0.9773755656	0.9828877005	0.9774011299	0.9965870307	1
244	0.03714397318	1	0.9957831325	0.9964234621	0.9690265487	0.9814612868	0.9773755656	0.9844670595	0.9774011299	0.9965870307	1
245	0.03696524511	1	0.9957831325	0.9964234621	0.9690265487	0.9814612868	0.9773755656	0.9844670595	0.9774011299	0.9965870307	1
246	0.03676524066	1	0.9957831325	0.9964234621	0.9690265487	0.9814612868	0.9773755656	0.9844670595	0.9774011299	0.9965870307	1
247	0.03675225281	1	0.9957831325	0.9964234621	0.9690265487	0.9814612868	0.9773755656	0.9844670595	0.9774011299	0.9965870307	1
248	0.03658750584	1	0.9957831325	0.9964234621	0.9713024283	0.9814612868	0.9773755656	0.9849946409	0.9774011299	0.9965870307	1
249	0.0364379164	1	0.9957831325	0.9964234621	0.9713024283	0.9814612868	0.9773755656	0.9849946409	0.9774011299	0.9965870307	1
250	0.03632273086	1	0.9957831325	0.9964234621	0.9713024283	0.9814612868	0.9773755656	0.9849946409	0.9774011299	0.9965870307	1
251	0.03622710315	1	0.9957831325	0.9964234621	0.9690265487	0.9814612868	0.9773755656	0.9844670595	0.9774011299	0.9965870307	1
252	0.0361645518	1	0.9957831325	0.9964234621	0.9690265487	0.9814612868	0.9773755656	0.9844670595	0.9774011299	0.9965870307	1
253	0.03614356713	1	0.9957831325	0.9964234621	0.9690265487	0.9814612868	0.9773755656	0.9844670595	0.9774011299	0.9965870307	1
254	0.03612551334	1	0.9957831325	0.9964234621	0.9713024283	0.9814612868	0.9773755656	0.9849946409	0.9774011299	0.9965870307	1
255	0.03603567798	1	0.9957831325	0.9964234621	0.9713024283	0.9814612868	0.9773755656	0.9849946409	0.9774011299	0.9965870307	1
256	0.03591084712	1	0.9957831325	0.9964234621	0.9668874172	0.9814612868	0.9773755656	0.9844670595	0.9745042493	0.9965870307	1
257	0.0357477679	1	0.9957831325	0.9964234621	0.9690265487	0.9814612868	0.9773755656	0.9844670595	0.9774011299	0.9965870307	1
258	0.03558380844	1	0.9957831325	0.9964234621	0.9713024283	0.9814612868	0.9773755656	0.9849946409	0.9774011299	0.9965870307	1
259	0.03540061062	1	0.9957831325	0.9964234621	0.9713024283	0.9814612868	0.9773755656	0.9849946409	0.9774011299	0.9965870307	1
260	0.03530789175	1	0.9957831325	0.9964234621	0.9713024283	0.9814612868	0.9773755656	0.9849946409	0.9774011299	0.9965870307	1
261	0.03528161852	1	0.9957831325	0.9964234621	0.9713024283	0.9814612868	0.9773755656	0.9849946409	0.9774011299	0.9965870307	1
262	0.0351342825	1	0.9957831325	0.9964234621	0.9713024283	0.9814612868	0.9773755656	0.9849946409	0.9774011299	0.9965870307	1
263	0.03505157238	1	0.9957831325	0.9967799642	0.9713024283	0.9825708061	0.9773755656	0.9849946409	0.9774011299	0.9965870307	1
264	0.03485955207	1	0.9957831325	0.9967799642	0.9713024283	0.9825708061	0.9773755656	0.9849946409	0.9774011299	0.9965870307	1
265	0.03459577609	1	0.9960855164	0.9967799642	0.9713024283	0.9825708061	0.9784824462	0.9849946409	0.9774011299	0.9965870307	1
266	0.03448852453	1	0.9963877182	0.9967799642	0.9713024283	0.9825708061	0.9784824462	0.9855227882	0.9774011299	0.9965870307	1
267	0.03447218931	1	0.9963877182	0.9967799642	0.9713024283	0.9825708061	0.9784824462	0.9855227882	0.9774011299	0.9965870307	1
268	0.03437154134	1	0.9963877182	0.9967799642	0.9713024283	0.9825708061	0.9784824462	0.9855227882	0.9774011299	0.9965870307	1
269	0.03436494892	1	0.9963877182	0.9967799642	0.9713024283	0.9825708061	0.9784824462	0.9855227882	0.9774011299	0.9965870307	1
270	0.03434834862	1	0.9957831325	0.9967799642	0.9713024283	0.9825708061	0.9773755656	0.9849946409	0.9774011299	0.9965870307	1
271	0.03433541543	1	0.9960855164	0.9967799642	0.9713024283	0.9825708061	0.9784824462	0.9849946409	0.9774011299	0.9965870307	1
272	0.03424975157	1	0.9957831325	0.9967799642	0.9713024283	0.9825708061	0.9773755656	0.9849946409	0.9774011299	0.9965870307	1
273	0.03413669206	1	0.9960855164	0.9967799642	0.9713024283	0.9825708061	0.9784824462	0.9849946409	0.9774011299	0.9965870307	1
274	0.0340853596	1	0.9960855164	0.9967799642	0.9713024283	0.9825708061	0.9784824462	0.9849946409	0.9774011299	0.9965870307	1
275	0.03401481883	1	0.9960855164	0.9967799642	0.9713024283	0.9825708061	0.9784824462	0.9849946409	0.9774011299	0.9965870307	1
276	0.03387465834	1	0.9960855164	0.9967799642	0.9713024283	0.9825708061	0.9784824462	0.9849946409	0.9774011299	0.9965870307	1
277	0.03377501591	1	0.9960855164	0.9967799642	0.9713024283	0.9825708061	0.9784824462	0.9855227882	0.9802816901	0.9965870307	1
278	0.03376170839	1	0.9960855164	0.9967799642	0.9713024283	0.9825708061	0.9784824462	0.9855227882	0.9802816901	0.9965870307	1
279	0.03369323531	1	0.9960855164	0.9967799642	0.9713024283	0.9825708061	0.9784824462	0.9855227882	0.9802816901	0.9965870307	1
280	0.03353465308	1	0.9960855164	0.9967799642	0.9735682819	0.9825708061	0.9784824462	0.9860515021	0.9802816901	0.9965870307	1
281	0.03343044846	1	0.9960855164	0.9967799642	0.9735682819	0.9825708061	0.9784824462	0.9860515021	0.9802816901	0.9965870307	1
282	0.03340279362	1	0.9960855164	0.9967799642	0.9735682819	0.9825708061	0.9784824462	0.9860515021	0.9802816901	0.9965870307	1
283	0.03317793079	1	0.9960855164	0.9967799642	0.9735682819	0.9825708061	0.9784824462	0.9860515021	0.9802816901	0.9965870307	1
284	0.03307790222	1	0.9960855164	0.9967799642	0.9780701754	0.9825708061	0.9784824462	0.9871106337	0.9802816901	0.9965870307	1
285	0.03307079327	1	0.9960855164	0.9967799642	0.9758241758	0.9825708061	0.9784824462	0.9865807837	0.9802816901	0.9965870307	1
286	0.03297622839	1	0.9963855422	0.9967799642	0.9758241758	0.9836779108	0.9784824462	0.9871106337	0.9831460674	0.9965870307	1
287	0.03292689519	1	0.9963855422	0.9967799642	0.9758241758	0.9836779108	0.9784824462	0.9865807837	0.9802816901	0.9965870307	1
288	0.03277039762	1	0.9966877447	0.9967799642	0.9758241758	0.9836779108	0.9795918367	0.9865807837	0.9802816901	0.9965870307	1
289	0.03271180795	1	0.9969879518	0.9967799642	0.9758241758	0.9847826087	0.9795918367	0.9865807837	0.9802816901	0.9965870307	1
290	0.03266383259	1	0.9969879518	0.9967799642	0.9758241758	0.9847826087	0.9795918367	0.9865807837	0.9802816901	0.9965870307	1
291	0.03252082733	1	0.9972899729	0.9967799642	0.9780701754	0.9858849077	0.9807037457	0.988172043	0.9831460674	0.9965870307	1
292	0.03247435051	1	0.9969879518	0.9967799642	0.9780701754	0.9858849077	0.9807037457	0.9876410532	0.9831460674	0.9965870307	1
293	0.03232638232	1	0.9972899729	0.9967799642	0.9780701754	0.9858849077	0.9807037457	0.9887036041	0.9859943978	0.9965870307	1
294	0.03227795624	1	0.9972899729	0.9967799642	0.9780701754	0.9858849077	0.9807037457	0.9887036041	0.9859943978	0.9965870307	1
295	0.03224522293	1	0.9972899729	0.9967799642	0.9780701754	0.9858849077	0.9807037457	0.9887036041	0.9859943978	0.9965870307	1
296	0.03204721091	1	0.9969879518	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9892473118	0.9859943978	0.9982905983	1
297	0.03199382423	1	0.9969879518	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9892473118	0.9859943978	0.9982905983	1
298	0.03191736149	1	0.9969879518	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9892473118	0.9859943978	0.9982905983	1
299	0.03184047662	1	0.9966857487	0.9971367215	0.9825327511	0.9858849077	0.9795918367	0.9892473118	0.9859943978	0.9982905983	1
300	0.03178387121	1	0.9969879518	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9892473118	0.9859943978	0.9982905983	1
301	0.0317150371	1	0.9969879518	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9892473118	0.9859943978	0.9982905983	1
302	0.03164115609	1	0.9972899729	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9903121636	0.9888268156	0.9982905983	1
303	0.03159167649	1	0.9972899729	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9903121636	0.9888268156	0.9982905983	1
304	0.03151413223	1	0.9972899729	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9903121636	0.9888268156	0.9982905983	1
305	0.0314464795	1	0.9972899729	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9903121636	0.9888268156	0.9982905983	1
306	0.03131031611	1	0.9972899729	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9903121636	0.9888268156	0.9982905983	1
307	0.03119232471	1	0.9972899729	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9903121636	0.9888268156	0.9982905983	1
308	0.03115752217	1	0.9972899729	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9903121636	0.9888268156	0.9982905983	1
309	0.03104978792	1	0.9972899729	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9903121636	0.9888268156	0.9982905983	1
310	0.03104060797	1	0.9972899729	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9903121636	0.9888268156	0.9982905983	1
311	0.03090213679	1	0.9972899729	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9903121636	0.9888268156	0.9982905983	1
312	0.03075399194	1	0.9972899729	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9903121636	0.9888268156	0.9982905983	1
313	0.03057750444	1	0.9972899729	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9903121636	0.9888268156	0.9982905983	1
314	0.0304628783	1	0.9972899729	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9903121636	0.9888268156	0.9982905983	1
315	0.03033845969	1	0.9972899729	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9903121636	0.9888268156	0.9982905983	1
316	0.0302443394	1	0.9972899729	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9903121636	0.9888268156	0.9982905983	1
317	0.03021006224	1	0.9972899729	0.9971367215	0.9825327511	0.9858849077	0.9807037457	0.9903121636	0.9888268156	0.9982905983	1
318	0.03017679993	1	0.9972899729	0.9971367215	0.9825327511	0.9858849077	0.9818594104	0.9908454496	0.9888268156	0.9982905983	1
319	0.03015995281	1	0.9972899729	0.9971367215	0.9825327511	0.9858849077	0.9818594104	0.9908454496	0.9888268156	0.9982905983	1
320	0.0299659837	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
321	0.02973283789	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
322	0.02963649877	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
323	0.02958694609	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
324	0.02939410453	1	0.9975918122	0.9971367215	0.9847494553	0.9858849077	0.9829738933	0.9913793103	0.9888268156	0.9982905983	1
325	0.02933767516	1	0.9975918122	0.9971367215	0.9847494553	0.9858849077	0.9829738933	0.9913793103	0.9888268156	0.9982905983	1
326	0.02926504988	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
327	0.02921788067	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
328	0.02917627611	1	0.9975918122	0.9971367215	0.9847494553	0.9858849077	0.9829738933	0.9913793103	0.9888268156	0.9982905983	1
329	0.02916171811	1	0.9975918122	0.9971367215	0.9847494553	0.9858849077	0.9829738933	0.9913793103	0.9888268156	0.9982905983	1
330	0.02904974357	1	0.9975918122	0.9971367215	0.9847494553	0.9858849077	0.9829738933	0.9913793103	0.9888268156	0.9982905983	1
331	0.02899862364	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
332	0.02877293335	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
333	0.02870500776	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
334	0.0287026631	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
335	0.02862468486	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
336	0.02851736805	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
337	0.02841441969	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
338	0.02832926793	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
339	0.02825714171	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
340	0.02813974775	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
341	0.02807625995	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
342	0.0279758717	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
343	0.02793640569	1	0.9975918122	0.9971367215	0.9825327511	0.9858849077	0.9829738933	0.9908454496	0.9888268156	0.9982905983	1
344	0.0278237195	1	0.9975918122	0.9971367215	0.9847494553	0.9858849077	0.9829738933	0.9913793103	0.9888268156	0.9982905983	1
345	0.02771656923	1	0.9975918122	0.9971367215	0.9847494553	0.9858849077	0.9829738933	0.9913793103	0.9888268156	0.9982905983	1
346	0.02766930123	1	0.9975918122	0.9971367215	0.9847494553	0.9858849077	0.9829738933	0.9913793103	0.9888268156	0.9982905983	1
347	0.02752078569	1	0.9975918122	0.9974955277	0.9825327511	0.9858849077	0.9840909091	0.9908454496	0.9888268156	0.9982905983	1
348	0.02747148921	1	0.9975918122	0.9974955277	0.9825327511	0.9858849077	0.9840909091	0.9908454496	0.9888268156	0.9982905983	1
349	0.02743254644	1	0.9975918122	0.9974955277	0.9847494553	0.9858849077	0.9840909091	0.9913793103	0.9888268156	0.9982905983	1
350	0.02733108052	1	0.9975918122	0.9974955277	0.9847494553	0.9858849077	0.9840909091	0.9913793103	0.9888268156	0.9982905983	1
351	0.02726821961	1	0.9975918122	0.9974955277	0.9847494553	0.9858849077	0.9840909091	0.9913793103	0.9888268156	0.9982905983	1
352	0.02722839848	1	0.9975918122	0.9974955277	0.9847494553	0.9858849077	0.9840909091	0.9913793103	0.9888268156	0.9982905983	1
353	0.0271338422	1	0.9975918122	0.9974955277	0.9847494553	0.9858849077	0.9840909091	0.9913793103	0.9888268156	0.9982905983	1
354	0.02694972666	1	0.9975918122	0.9974955277	0.9847494553	0.9858849077	0.9840909091	0.9913793103	0.9888268156	0.9982905983	1
355	0.02690221372	1	0.9975918122	0.9974955277	0.9847494553	0.9858849077	0.9840909091	0.9913793103	0.9888268156	0.9982905983	1
356	0.0268161488	1	0.9975918122	0.9974955277	0.9847494553	0.9858849077	0.9840909091	0.9913793103	0.9888268156	0.9982905983	1
357	0.02667533383	1	0.9978934698	0.9974955277	0.9847494553	0.9858849077	0.9840909091	0.9913793103	0.9915966387	0.9982905983	1
358	0.02662546303	1	0.9978934698	0.9974955277	0.9847494553	0.9858849077	0.9840909091	0.9913793103	0.9915966387	0.9982905983	1
359	0.02652239204	1	0.9978934698	0.9978525412	0.9847494553	0.9858849077	0.9840909091	0.9919224556	0.9915966387	0.9982905983	1
360	0.0264584982	1	0.9978934698	0.9978525412	0.9847494553	0.9858849077	0.9840909091	0.9919224556	0.9915966387	0.9982905983	1
361	0.0263807281	1	0.9978934698	0.9974955277	0.9847494553	0.9858849077	0.9840909091	0.9913793103	0.9915966387	0.9982905983	1
362	0.02635325938	1	0.9978934698	0.9974955277	0.9847494553	0.9858849077	0.9840909091	0.9913793103	0.9915966387	0.9982905983	1
363	0.02628043143	1	0.9978934698	0.9978525412	0.9847494553	0.9858849077	0.9840909091	0.9919224556	0.9915966387	0.9982905983	1
364	0.02619863128	1	0.9978934698	0.9978525412	0.9847494553	0.9858849077	0.9840909091	0.9919224556	0.9915966387	0.9982905983	1
365	0.02609151956	1	0.9978934698	0.9978525412	0.9847494553	0.9858849077	0.9840909091	0.9919224556	0.9915966387	0.9982905983	1
366	0.02593713511	1	0.9978934698	0.9978525412	0.9847494553	0.9858849077	0.9840909091	0.9919224556	0.9915966387	0.9982905983	1
367	0.02588662606	1	0.9978934698	0.9978525412	0.9847494553	0.9858849077	0.9840909091	0.9924568966	0.9944134078	0.9982905983	1
368	0.02585851082	1	0.9978934698	0.9978525412	0.9847494553	0.9858849077	0.9840909091	0.9924568966	0.9944134078	0.9982905983	1
369	0.02582079344	1	0.9978934698	0.9978525412	0.9847494553	0.9858849077	0.9840909091	0.9924568966	0.9944134078	0.9982905983	1
370	0.02575996173	1	0.9978934698	0.9974955277	0.9869565217	0.9858849077	0.9840909091	0.9924487594	0.9944134078	0.9982905983	1
371	0.02566023146	1	0.9978934698	0.9974955277	0.9869565217	0.9858849077	0.9840909091	0.9924487594	0.9944134078	0.9982905983	1
372	0.02564462992	1	0.9978934698	0.9974955277	0.9869565217	0.9858849077	0.9840909091	0.9924487594	0.9944134078	0.9982905983	1
373	0.02559113644	1	0.9978934698	0.9974955277	0.9869565217	0.9858849077	0.9840909091	0.9924487594	0.9944134078	0.9982905983	1
374	0.02554864591	1	0.9978934698	0.9974955277	0.9869565217	0.9858849077	0.9840909091	0.9924487594	0.9944134078	0.9982905983	1
375	0.02540941569	1	0.9978934698	0.9974955277	0.9869565217	0.9858849077	0.9840909091	0.9924487594	0.9944134078	0.9982905983	1
376	0.02536822202	1	0.9978934698	0.9974955277	0.9869565217	0.9858849077	0.9840909091	0.9924487594	0.9944134078	0.9982905983	1
377	0.02529702501	1	0.9978934698	0.9974955277	0.9869565217	0.9858849077	0.9840909091	0.9924487594	0.9944134078	0.9982905983	1
378	0.02519058748	1	0.9978934698	0.9974955277	0.9869565217	0.9858849077	0.9840909091	0.9924487594	0.9944134078	0.9982905983	1
379	0.02513766931	1	0.9978934698	0.9978525412	0.9869565217	0.9858849077	0.9840909091	0.9929919137	0.9944134078	0.9982905983	1
380	0.025073416	1	0.9978934698	0.9978525412	0.9869565217	0.9858849077	0.9840909091	0.9929919137	0.9944134078	0.9982905983	1
381	0.02494484228	1	0.9978934698	0.9978525412	0.9869565217	0.9858849077	0.9840909091	0.9929919137	0.9944134078	0.9982905983	1
382	0.02493529571	1	0.9978934698	0.9978525412	0.9869565217	0.9858849077	0.9840909091	0.9929919137	0.9944134078	0.9982905983	1
383	0.02487152977	1	0.9978934698	0.9978525412	0.9869565217	0.9858849077	0.9840909091	0.9929919137	0.9944134078	0.9982905983	1
384	0.0248604481	1	0.9978934698	0.9978525412	0.9869565217	0.9858849077	0.9840909091	0.9929919137	0.9944134078	0.9982905983	1
385	0.0247784827	1	0.9978934698	0.9982098102	0.9869565217	0.9858849077	0.9852440409	0.9929919137	0.9944134078	0.9982905983	1
386	0.02469719177	1	0.9978934698	0.9982098102	0.9869565217	0.9858849077	0.9852440409	0.9929919137	0.9944134078	0.9982905983	1
387	0.02463560705	1	0.9978934698	0.9982098102	0.9869565217	0.9858849077	0.9852440409	0.9929919137	0.9944134078	0.9982905983	1
388	0.0245975535	1	0.9978934698	0.9978525412	0.9869565217	0.9858849077	0.9840909091	0.9929919137	0.9944134078	0.9982905983	1
